Id,Price,Year,Mileage,City,State,Vin,Make,Model,,
334267,21900,2014,27172,Chesapeake, VA,2T3DFREV5EW213974,Toyota,RAV44X4,,
334268,19988,2014,19862,Yonkers, NY,JTDKN3DU8E0382939,Toyota,PriusFour,,
334269,17421,2011,44501,McMurray, PA,2T3DK4DV1BW060215,Toyota,RAV44WD,,
334270,11500,2012,108490,Walnut Creek, CA,JTDKN3DU0C1573519,Toyota,Prius5dr,,
334271,16524,2016,19636,Morrow, GA,2T1BURHE4GC601896,Toyota,CorollaLE,,
334272,24285,2016,12331,Winter Park, FL,2T3NFREV1GW283253,Toyota,RAV4FWD,,
334273,18995,2014,57673,Hurst, TX,2T3YFREV6EW128868,Toyota,RAV44X2,,
334274,21881,2016,30142,Fremont, CA,2T3RFREV0GW469660,Toyota,RAV4AWD,,
334275,20886,2014,39968,Little Rock, AR,2T3DFREV6EW223400,Toyota,RAV44X4,,
334276,14984,2013,58641,Warrenton, VA,5TFTX4GN0DX024412,Toyota,TacomaAccess,,
334277,5798,2003,87218,Arlington, TX,4T1BF28B83U333922,Toyota,Avalon4dr,,
334278,19480,2016,31687,Philadelphia, PA,JTDKBRFU6G3005276,Toyota,PriusTwo,,
334279,14995,2007,39375,Limerick, PA,4T1FA38P67U121446,Toyota,Camry,,
334280,17980,2016,23869,Philadelphia, PA,4T1BF1FK5GU535331,Toyota,CamryLE,,
334281,22768,2016,18043,Pharr, TX,2T3WFREV2GW261055,Toyota,RAV4FWD,,
334282,17669,2012,52734,Coshocton, OH,JTMRF4DV5C5052427,Toyota,RAV44WD,,
334283,10800,2007,87510,Glendora, CA,JTMZK33V876007599,Toyota,RAV42WD,,
334284,18900,2013,40050,Lynn, MA,JTMRFREV0DD042522,Toyota,RAV44X4,,
334285,17495,2013,55135,E. Providence, RI,JTMRFREV2DD023132,Toyota,RAV44X4,,
334286,16487,2014,75404,Memphis, TN,2T3WFREV8EW092270,Toyota,RAV44X2,,
334287,19558,2014,41195,Roseville, CA,4T1BK1EB9EU100645,Toyota,AvalonXLE,,
334288,2500,1998,154242,Amelia, OH,JT2BF28K3W0099486,Toyota,Camry4dr,,
334289,20482,2014,41741,Woodbridge, VA,2T3RFREV8EW227535,Toyota,RAV44X4,,
334290,10999,2010,86301,Burien, WA,JTDKN3DU6A0245234,Toyota,Prius5dr,,
334291,14000,2010,61978,Poughkeepsie, NY,4T1BK3DB4AU355310,Toyota,Avalon4dr,,
334292,11800,2011,85260,Vallejo, CA,JTDKN3DU1B0298859,Toyota,Prius5dr,,
334293,12595,2016,18288,Rochester, MN,VNKKTUD32GA068193,Toyota,Yaris5-Door,,
334294,16735,2016,21410,Jacksonville, FL,5YFBURHE2GP539026,Toyota,CorollaS,,
334295,14988,2014,40832,Grimes, IA,5YFBURHE1EP154070,Toyota,CorollaS,,
334296,20982,2015,40801,Aurora, CO,2T3RFREVXFW374411,Toyota,RAV44X4,,
334297,12448,2009,76321,Tempe, AZ,4T1BK36B79U331267,Toyota,Avalon4dr,,
334298,19988,2015,16146,Melbourne, FL,5TFTX4CN1FX060893,Toyota,Tacoma2WD,,
334299,24948,2017,6092,Vancouver, WA,JTMRFREV7HJ139496,Toyota,RAV4XLE,,
334300,9400,2010,118722,Dallas, TX,JTDKN3DU2A5180269,Toyota,Prius5dr,,
334301,22478,2015,20797,Hempstead, NY,2T3RFREV3FW242493,Toyota,RAV44X4,,
334302,20980,2014,26105,Asheboro, NC,2T3WFREV4EW113373,Toyota,RAV44X2,,
334303,25599,2016,5344,Boerne, TX,2T3NFREVXGW309705,Toyota,RAV4FWD,,
334304,14995,2014,55736,Chico, CA,5YFBURHE1EP028968,Toyota,CorollaS,,
334305,8982,2005,96765,Glenview, IL,4T1FA38P45U056092,Toyota,Camry,,
334306,12875,2016,24811,Davis, CA,VNKKTUD35GA064834,Toyota,Yaris5-Door,,
334307,19891,2017,22142,Jacksonville, FL,4T1BF1FK0HU277043,Toyota,CamrySE,,
334308,9977,2006,63024,West Allis, WI,4T1BK36B46U112083,Toyota,Avalon4dr,,
334309,9995,2012,75591,Hollywood, FL,JTDKDTB32C1024255,Toyota,Prius,,
334310,21995,2015,33093,Seattle, WA,2T3BFREV2FW278368,Toyota,RAV44X4,,
334311,16995,2010,94470,Manassas, VA,JTEJW3EH1A2039278,Toyota,Highlander,,
334312,20920,2015,13603,Kennewick, WA,5TFTX4GN0FX046073,Toyota,Tacoma2WD,,
334313,11854,2009,110833,Panama City, FL,JTMZF31V795008663,Toyota,RAV4FWD,,
334314,11990,2012,91822,Eden Prairie, MN,JTDKN3DU3C1535881,Toyota,Prius5dr,,
334315,14667,2015,34119,Warner Robins, GA,2T1BURHE5FC419543,Toyota,CorollaS,,
334316,10998,2012,86841,Logan, UT,4T3ZA3BB8CU060936,Toyota,Venza4dr,,
334317,9998,2008,96107,Newark, DE,4T1BK36B48U281104,Toyota,Avalon4dr,,
334318,11795,2007,71070,Downey, CA,JTMZD31V776028909,Toyota,RAV42WD,,
334319,13992,2013,101402,Hoffman Estates, IL,2T3DFREV6DW078440,Toyota,RAV44X4,,
334320,19780,2016,48396,Philadelphia, PA,2T3RFREV4GW443854,Toyota,RAV4AWD,,
334321,6891,2006,107952,Irving, TX,4T1BK36B66U138149,Toyota,Avalon4dr,,
334322,12766,2014,103670,Cumming, GA,4T1BK1EBXEU088554,Toyota,AvalonXLE,,
334323,4495,2008,132281,Las Vegas, NV,JTDJT923785145915,Toyota,Yaris3dr,,
334324,18224,2016,54957,Lithia Springs, GA,4T1BK1EB0GU213970,Toyota,AvalonLimited,,
334325,8991,2007,134402,Dover, NH,JTMBD33V275123110,Toyota,RAV44WD,,
334326,20714,2014,30642,Langhorne, PA,JTMRFREV0ED073948,Toyota,RAV44X4,,
334327,18495,2013,42094,Metairie, LA,2T3YFREV8DW008181,Toyota,RAV44X2,,
334328,15900,2011,66624,Westbrook, ME,2T3DF4DV8BW119426,Toyota,RAV44WD,,
334329,5500,2007,147000,Corry, PA,JTMBD33V376036424,Toyota,RAV44WD,,
334330,11512,2011,91282,Aurora, CO,JTDKN3DM4B0273583,Toyota,Prius,,
334331,5988,2004,94132,Honolulu, HI,4T1BF28B44U350623,Toyota,Avalon4dr,,
334332,20664,2015,49491,Conroe, TX,2T3RFREV6FW237353,Toyota,RAV44X4,,
334333,23991,2015,22646,San Antonio, TX,2T3YFREV3FW225124,Toyota,RAV44X2,,
334334,9671,2010,112610,Fort Wayne, IN,JTDKN3DU6A0134327,Toyota,Prius5dr,,
334335,18980,2015,58617,Olathe, KS,2T3ZFREV7FW194710,Toyota,RAV44X2,,
334336,14991,2010,47732,Oakland, CA,JTDKN3DUXA0156248,Toyota,Prius5dr,,
334337,20983,2014,20568,NEW HAMPTON, NY,2T3RFREV3EW182973,Toyota,RAV44X4,,
334338,22627,2015,17706,Houston, TX,JTMWFREV2FD051986,Toyota,RAV44X2,,
334339,18888,2016,27396,Selma, CA,4T1BF1FK7GU263221,Toyota,CamrySE,,
334340,24990,2017,19941,San Antonio, TX,2T3RFREV8HW577381,Toyota,RAV4XLE,,
334341,18946,2014,45096,Vandalia, OH,4T1BK1EBXEU099263,Toyota,AvalonXLE,,
334342,23370,2014,21667,Turnwater, WA,2T3DFREV7EW211014,Toyota,RAV44X4,,
334343,11980,2010,100050,Olathe, KS,JTMZF4DV6AD027989,Toyota,RAV4FWD,,
334344,13695,2010,53115,San Antonio, TX,4T1BK3DB0AU365946,Toyota,Avalon4dr,,
334345,22500,2015,48000,Delaware, OH,4T1BD1EB6FU036138,Toyota,Avalon,,
334346,18994,2013,39970,Bronx, NY,2T3DFREV2DW078807,Toyota,RAV44X4,,
334347,6850,2007,121233,Christianburg, VA,JTDKB20U373283200,Toyota,Prius5dr,,
334348,11990,2008,137990,Richmond hill, GA,JTEEW44A582012932,Toyota,Highlander,,
334349,7495,2007,102000,Bountiful, UT,4T1BK36B07U249071,Toyota,Avalon4dr,,
334350,18650,2014,63945,Freehold, NJ,JTMDFREV8ED085288,Toyota,RAV44X4,,
334351,16900,2013,77807,North Little Rock, AR,2T3YFREV5DW010745,Toyota,RAV44X2,,
334352,6499,2006,126629,Baltimore, MD,JTMBD33V765034213,Toyota,RAV44dr,,
334353,8650,2010,128006,Fairfield, OH,JTDKN3DU3A1311281,Toyota,Prius5dr,,
334354,21940,2015,26136,Houston, TX,2T3WFREV9FW152011,Toyota,RAV44X2,,
334355,21480,2016,28319,Philadelphia, PA,2T3BFREV8GW471948,Toyota,RAV4AWD,,
334356,11800,2009,63381,Depew, NY,5TDZK23C79S259100,Toyota,Sienna5dr,,
334357,18577,2015,21336,Edmonds, WA,4T3BA3BB0FU069068,Toyota,VenzaXLE,,
334358,20094,2016,49735,Savannah, GA,4T1BK1EB1GU211547,Toyota,AvalonXLE,,
334359,23989,2014,24065,New Bern, NC,4T1BD1EB9EU033930,Toyota,Avalon,,
334360,20888,2014,22227,Salem, OR,JTMBFREV2EJ002592,Toyota,RAV44X4,,
334361,19500,2015,57375,Ledgewood, NJ,2T3DFREV9FW340308,Toyota,RAV44X4,,
334362,20977,2014,27870,Langhorne, PA,JTMRFREV6EJ013092,Toyota,RAV44X4,,
334363,22254,2015,22445,Houston, TX,2T3WFREVXFW180724,Toyota,RAV44X2,,
334364,22792,2016,24222,Boerne, TX,4T1BK1EB7GU220236,Toyota,AvalonXLE,,
334365,26000,2017,1177,Daphne, AL,2T3NFREV9HW397082,Toyota,RAV4SE,,
334366,15499,2015,51000,San Diego, CA,5TDKK3DC4FS561509,Toyota,SiennaLE,,
334367,17999,2014,64942,Merriam, KS,2T3DFREV6EW200201,Toyota,RAV44X4,,
334368,13595,2010,54509,Raleigh, NC,4T1BK3DB0AU360441,Toyota,Avalon4dr,,
334369,7991,2009,125369,San Rafael, CA,JTDKB20U497851398,Toyota,Prius5dr,,
334370,21000,2015,36628,Miami, FL,2T3YFREV8FW188605,Toyota,RAV44X2,,
334371,19995,2015,48245,Orem, UT,2T3RFREV9FW268645,Toyota,RAV44X4,,
334372,8366,2010,127385,Hoover, AL,JTDKN3DU1A0114616,Toyota,Prius5dr,,
334373,21580,2014,24514,San Jose, CA,2T3WFREV1EW130227,Toyota,RAV44X2,,
334374,9000,2008,117900,Belleville, IL,4T1FA38PX8U153186,Toyota,Camry,,
334375,16789,2015,47951,Ardmore, PA,4T1BF1FK1FU100966,Toyota,CamrySE,,
334376,22900,2016,12699,Seattle, WA,JTDKARFU4G3007059,Toyota,PriusFour,,
334377,16910,2013,53265,McKinney, TX,JTDKN3DU6D5546173,Toyota,PriusTwo,,
334378,18599,2013,41550,Harrisburg, PA,2T3RFREV0DW017221,Toyota,RAV44X4,,
334379,18250,2013,72842,Loves Park, IL,4T1BD1EB9DU018598,Toyota,Avalon,,
334380,19995,2013,34657,Thorndale, PA,2T3DFREV4DW104274,Toyota,RAV44X4,,
334381,19995,2013,51549,Springfield, OR,JTMRFREV5DD026817,Toyota,RAV44X4,,
334382,19789,2014,27298,Spartanburg, SC,JTDKN3DU2E0365053,Toyota,PriusFive,,
334383,1675,1998,164335,Tacoma, WA,2T1BR18EXWC029010,Toyota,Corolla4dr,,
334384,17924,2013,43100,Naples, FL,4T1BK1EB1DU031447,Toyota,AvalonXLE,,
334385,4999,2007,138045,Colorado Springs, CO,JTDJT923175072121,Toyota,Yaris3dr,,
334386,20996,2014,31020,Biloxi, MS,2T3WFREV8EW113439,Toyota,RAV44X2,,
334387,18689,2015,57749,Harrisburg, PA,2T3RFREV4FW266866,Toyota,RAV44X4,,
334388,18290,2013,54430,York, PA,2T3DFREV0DW117958,Toyota,RAV44X4,,
334389,19499,2013,58610,Arlington, TX,4T1BD1EB2DU010293,Toyota,Avalon,,
334390,19983,2016,39959,Arlington, TX,4T1BK1EB5GU199645,Toyota,AvalonXLE,,
334391,5975,2005,124738,Milaca, MN,JTEHD20V450067265,Toyota,RAV44dr,,
334392,16909,2015,36703,Houston, TX,4T1BF1FK9FU083494,Toyota,CamrySE,,
334393,24881,2017,3752,Panama City, FL,JTDKARFU3H3029779,Toyota,PriusThree,,
334394,26480,2017,26052,Philadelphia, PA,4T1BD1FK7HU205603,Toyota,CamryHybrid,,
334395,16988,2011,54223,Casa Grande, AZ,JTMDK4DV6BD018121,Toyota,RAV44WD,,
334396,19500,2014,36453,West Allis, WI,4T1BK1EB8EU085913,Toyota,AvalonTouring,,
334397,14920,2011,73732,Panama City, FL,4T1BK3DB8BU412268,Toyota,Avalon4dr,,
334398,24000,2016,15072,Tacoma, WA,JTMRFREV5GD175555,Toyota,RAV4AWD,,
334399,26047,2017,4773,Hillsboro, OR,JTMRFREV2HD204608,Toyota,RAV4XLE,,
334400,23990,2017,5150,Doral, FL,2T3WFREV0HW332027,Toyota,RAV4XLE,,
334401,11998,2012,81107,Smithtown, NY,4T1BF1FK6CU518726,Toyota,Camry4dr,,
334402,8995,2008,122450,Doylestown, PA,JTMBD32V886076288,Toyota,RAV44WD,,
334403,11941,2008,77671,Schererville, IN,JTMBD32V985179189,Toyota,RAV44WD,,
334404,18985,2015,26755,Gainesville, GA,4T1BF1FK5FU492656,Toyota,CamryXSE,,
334405,16998,2014,79122,Houston, TX,2T3WFREVXEW086356,Toyota,RAV44X2,,
334406,7194,2010,133360,Fairbanks, AK,JTDKN3DUXA1141842,Toyota,Prius5dr,,
334407,12999,2013,89254,Boulder, CO,JTDKN3DU1D5564001,Toyota,PriusTwo,,
334408,10995,2007,94798,Limerick, PA,JTMBK34V175018109,Toyota,RAV44WD,,
334409,9000,2008,112424,Bellevue, WA,JTDKB20U587707941,Toyota,Prius5dr,,
334410,17900,2014,65818,Glendora, CA,JTMWFREV5EJ012745,Toyota,RAV44X2,,
334411,3999,2003,179653,Spokane, WA,1NXBR32E53Z032072,Toyota,Corolla4dr,,
334412,18990,2012,38962,Doylestown, PA,2T3DF4DV6CW212124,Toyota,RAV44WD,,
334413,13990,2014,54937,Columbus, MS,JTDKDTB32E1065214,Toyota,Prius,,
334414,8995,2007,99148,Chester, VA,4T1BK36B67U243923,Toyota,Avalon4dr,,
334415,19777,2016,45952,Huntersville, NC,4T1BK1EB2GU201688,Toyota,AvalonXLE,,
334416,7997,2007,98000,Orange, CA,JTDKB20U577619339,Toyota,Prius5dr,,
334417,6950,2008,133216,Raleigh, NC,4T1FA38P88U142610,Toyota,Camry,,
334418,25988,2017,1899,Hanover, MA,JTMBFREVXHJ116943,Toyota,RAV4LE,,
334419,16500,2014,40205,Tempe, AZ,4T3ZA3BB9EU089106,Toyota,VenzaLE,,
334420,16472,2014,80862,Manchester, NH,JTMRFREV7ED092593,Toyota,RAV44X4,,
334421,17977,2014,49947,Odessa, TX,4T1BK1EBXEU094192,Toyota,AvalonLimited,,
334422,11895,2008,89310,Portland, ME,4T1FA38P28U140514,Toyota,Camry,,
334423,20090,2014,36047,Watertown, CT,2T3RFREV6EW225993,Toyota,RAV44X4,,
334424,19990,2016,29730,Richardson, TX,4T1BK1EB8GU218477,Toyota,AvalonXLE,,
334425,13991,2013,72382,Littleton, CO,5TFNX4CN3DX018229,Toyota,TacomaRegular,,
334426,18888,2016,21223,Taylorsville, IN,4T1BF1FK3GU518415,Toyota,CamrySE,,
334427,9291,2007,110632,Torrance, CA,JTMZD31V075042141,Toyota,RAV42WD,,
334428,8289,2010,130271,Olive Branch, MS,JTDKN3DU3A0021337,Toyota,Prius5dr,,
334429,19900,2013,43691,Frederick, MD,2T3DFREV2DW078564,Toyota,RAV44X4,,
334430,20000,2015,21087,Bloomingdale, NJ,4T1BK1EB6FU158830,Toyota,AvalonXLE,,
334431,22133,2014,36658,Ann Arbor, MI,4T1BD1EB1EU024770,Toyota,Avalon,,
334432,9500,2009,85367,Princeton, NJ,5TDBK23CX9S025809,Toyota,Sienna5dr,,
334433,20975,2015,30566,North Salt Lake, UT,2T3RFREV2FW335649,Toyota,RAV44X4,,
334434,19980,2013,63195,Chesapeake, VA,4T1BD1EB6DU003881,Toyota,Avalon,,
334435,4888,2005,147942,Riverside, CA,JTDKB20U153024850,Toyota,Prius5dr,,
334436,17500,2014,33800,West Allis, WI,4T3BA3BB8EU061394,Toyota,VenzaLE,,
334437,4335,2005,154880,Aberdeen, NC,4T1CA38P45U055706,Toyota,Camry,,
334438,10988,2011,109953,Mission Hills, CA,JTDKN3DU0B1415373,Toyota,Prius5dr,,
334439,13380,2013,44209,Sacramento, CA,JTDKDTB36D1047524,Toyota,Prius,,
334440,9350,2007,114581,Fairfield, OH,JTMZD31V476038037,Toyota,RAV42WD,,
334441,22785,2014,22033,North Huntingdon, PA,2T3DFREV4EW225338,Toyota,RAV44X4,,
334442,19494,2013,57620,Downers Grove, IL,4T1BD1EB9DU005883,Toyota,Avalon,,
334443,14995,2017,7883,Sanford, FL,2T1BURHE3HC775119,Toyota,CorollaL,,
334444,13880,2010,53331,Austin, TX,JTDKN3DU0A0227151,Toyota,Prius5dr,,
334445,13895,2011,79462,Souderton, PA,4T1BK3DB6BU395860,Toyota,Avalon4dr,,
334446,19411,2013,32405,Fullerton, CA,2T3YFREV5DW062781,Toyota,RAV44X2,,
334447,7451,2007,141511,Chandler, AZ,JTMZD33V075071619,Toyota,RAV42WD,,
334448,12488,2013,107241,Buford, GA,JTDKN3DU6D5636312,Toyota,PriusFive,,
334449,3977,2003,179271,Schererville, IN,JTDBR32E830044809,Toyota,Corolla4dr,,
334450,2998,2002,197207,San Marcos, TX,1NXBR12E82Z631180,Toyota,Corolla4dr,,
334451,21955,2014,46595,Cathedral City, CA,4T1BD1EB4EU033320,Toyota,Avalon,,
334452,14991,2014,57174,Spring, TX,5YFBURHE4EP082250,Toyota,CorollaL,,
334453,4995,2008,112269,Bayside, NY,5TDZK23C08S216197,Toyota,Sienna5dr,,
334454,13900,2013,53101,Houston, TX,4T1BF1FK1DU234311,Toyota,CamrySE,,
334455,21749,2016,37805,Daphne, AL,JTDKARFU0G3008628,Toyota,PriusFour,,
334456,13993,2013,50986,Hazle Township, PA,4T4BF1FKXDR335241,Toyota,CamryXLE,,
334457,20690,2016,31557,Pittsburg, CA,4T1BK1EB1GU197794,Toyota,AvalonLimited,,
334458,20995,2015,35123,Chicago, IL,JTMDFREV9FD150621,Toyota,RAV44X4,,
334459,20993,2015,45712,Rochester, NY,2T3DFREVXFW279695,Toyota,RAV44X4,,
334460,6000,2007,136608,Mt. Prospect, IL,4T1CE30P57U758279,Toyota,Camry,,
334461,15980,2013,73878,Mundelein, IL,2T3RFREVXDW053840,Toyota,RAV44X4,,
334462,21888,2014,17912,San Jose, CA,2T3WFREVXEW111031,Toyota,RAV44X2,,
334463,9495,2003,53768,Manassas, VA,5TBJN32123S435190,Toyota,Tundra2WD,,
334464,10722,2011,113691,Salisbury, MD,4T1BK3DB5BU424359,Toyota,Avalon4dr,,
334465,17500,2013,69391,El Cajon, CA,2T3ZFREV4DW072884,Toyota,RAV44X2,,
334466,16977,2014,26870,Evanston, IL,4T3ZA3BB0EU081928,Toyota,VenzaLE,,
334467,25985,2015,395,Sanford, FL,4T1BD1EBXFU040452,Toyota,Avalon,,
334468,17995,2017,2382,Cincinnati, OH,2T1BURHE2HC777881,Toyota,CorollaLE,,
334469,14850,2015,73375,Manchester, MO,5YFBURHE8FP239053,Toyota,CorollaS,,
334470,22988,2015,14549,Yonkers, NY,2T3DFREV3FW357766,Toyota,RAV44X4,,
334471,19986,2014,44897,Arlington, TX,2T3YFREV2EW094962,Toyota,RAV44X2,,
334472,18988,2014,56204,Gladstone, OR,2T3RFREV6EW175287,Toyota,RAV44X4,,
334473,13877,2013,61591,Gonzales, LA,4T3ZA3BB6DU069538,Toyota,VenzaLE,,
334474,8950,2013,138822,Kansas City, MO,JTDKN3DU9D5588269,Toyota,PriusTwo,,
334475,25744,2017,4734,Augusta, GA,2T3NFREV0HW349745,Toyota,RAV4SE,,
334476,22981,2015,23577,Wilsonville, OR,JTMRFREV5FD118934,Toyota,RAV44X4,,
334477,12408,2009,99330,Kansas City, MO,JTMBF31V09D001111,Toyota,RAV44WD,,
334478,8980,2006,92308,Royal Oak, MI,4T1FA38PX6U067552,Toyota,Camry,,
334479,10499,2011,105737,Taylorsville, IN,JTDKN3DU3B5368817,Toyota,Prius5dr,,
334480,18422,2012,25295,Matteson, IL,4T1BK3DB7CU446509,Toyota,Avalon4dr,,
334481,15995,2013,62540,Manhattan, KS,4T1BK1EB0DU058977,Toyota,AvalonXLE,,
334482,10485,2010,117135,Kennewick, WA,4T1BK3DB6AU361108,Toyota,Avalon4dr,,
334483,25883,2016,3470,Middle Island, NY,JTMRJREV5GD045001,Toyota,RAV4,,
334484,23577,2016,8075,Salinas, CA,JTDKARFU8G3015049,Toyota,PriusThree,,
334485,17999,2011,47068,Jenkintown, PA,2T3DF4DVXBW167591,Toyota,RAV44WD,,
334486,14966,2014,81689,San Jose, CA,JTDKN3DU9E1844399,Toyota,PriusFour,,
334487,15894,2014,83900,York, PA,4T1BK1EB3EU110815,Toyota,AvalonXLE,,
334488,19488,2014,40286,Portland, OR,JTDKN3DU0E0371028,Toyota,PriusFour,,
334489,18190,2014,59751,Watertown, CT,JTMRFREV9EJ013166,Toyota,RAV44X4,,
334490,11777,2013,105003,Cabot, AR,JTDKN3DU1D5596138,Toyota,PriusPersona,,
334491,22423,2015,21667,Davie, FL,2T3YFREV3FW185725,Toyota,RAV44X2,,
334492,13495,2013,59408,Doral, FL,5TDZK3DC2DS387029,Toyota,SiennaL,,
334493,18990,2013,38006,Van Nuys, CA,JTMRFREV7D5022858,Toyota,RAV44X4,,
334494,9985,2013,75112,Natchez, MS,5YFBU4EE8DP091989,Toyota,CorollaLE,,
334495,11588,2010,101352,Elizabeth, NJ,JTMDK4DV0AD017741,Toyota,RAV44WD,,
334496,24991,2017,14520,Flagstaff, AZ,JTMRFREV7HD205902,Toyota,RAV4XLE,,
334497,5999,2004,124669,Yulee, FL,2T1KR32E54C195954,Toyota,Matrix5dr,,
334498,12500,2011,109918,Roanoke, IL,JTMDK4DVXBD018333,Toyota,RAV44WD,,
334499,8000,2005,88073,BROKEN ARROW, OK,4T1BK36B25U055302,Toyota,Avalon4dr,,
334500,22500,2015,31307,West Allis, WI,2T3DFREV4FW258549,Toyota,RAV44X4,,
334501,17998,2014,66923,Silver Spring, MD,2T3DFREV2EW169576,Toyota,RAV44X4,,
334502,18879,2014,21426,Anaheim, CA,JTDKN3DU4E0381352,Toyota,PriusTwo,,
334503,8995,2010,122605,Newport, TN,JTDKN3DU4A0169884,Toyota,Prius5dr,,
334504,15900,2013,36714,Kansas City, KS,4T3BA3BB2DU035792,Toyota,VenzaLE,,
334505,16999,2013,40844,Miami Gardens, FL,4T1BK1EB6DU020105,Toyota,AvalonLimited,,
334506,17911,2015,47089,Scotia, NY,4T1BF1FK8FU877595,Toyota,CamryXSE,,
334507,17588,2012,39695,Chesapeake, VA,JTDKN3DU0C5381199,Toyota,Prius5dr,,
334508,22498,2014,33920,Claremont, NH,JTMDFREV5EJ010243,Toyota,RAV44X4,,
334509,15988,2016,36500,North Dartmouth, MA,2T1BURHE9GC485112,Toyota,CorollaS,,
334510,21082,2013,33815,Vandalia, OH,2T3DFREV3DW088245,Toyota,RAV44X4,,
334511,21990,2014,24261,Westmont, IL,JTMDFREV9ED085395,Toyota,RAV44X4,,
334512,15995,2015,89500,Pleasanton, TX,2T3WFREV9FW147293,Toyota,RAV44X2,,
334513,11900,2010,77930,Las Vegas, NV,JTDKN3DU7A0014231,Toyota,Prius5dr,,
334514,9400,2012,134433,Lake Park, FL,JTDKN3DU4C5435541,Toyota,Prius5dr,,
334515,17680,2013,63806,Heath, OH,2T3DFREV9DW045576,Toyota,RAV44X4,,
334516,8860,2006,101602,Chamblee, GA,JTMBK34V665001885,Toyota,RAV44dr,,
334517,9900,2012,128699,Houston, TX,JTDKN3DU5C1592115,Toyota,Prius5dr,,
334518,24458,2015,10088,Easton, PA,2T3DFREV1FW316813,Toyota,RAV44X4,,
334519,12588,2011,103970,Barre, VT,2T3DK4DV7BW040390,Toyota,RAV44WD,,
334520,19492,2014,55477,McKinney, TX,2T3DFREV6EW211652,Toyota,RAV44X4,,
334521,9995,2011,94023,Savannah, GA,JTDKT4K36B5342251,Toyota,Yaris5dr,,
334522,2950,1998,150594,Fredericksburg, VA,2T1BR18E5WC041484,Toyota,Corolla4dr,,
334523,21999,2014,34884,Durham, NC,2T3DFREV0EW188207,Toyota,RAV44X4,,
334524,5291,2007,208094,Sunnyvale, CA,1NXBR32E87Z773743,Toyota,Corolla4dr,,
334525,8481,2004,74018,Oklahoma City, OK,4T1BF28B24U369719,Toyota,Avalon4dr,,
334526,8150,2010,123317,Kansas City, MO,JTDKN3DU5A1103497,Toyota,Prius5dr,,
334527,21900,2016,35997,Lake Havasu, AZ,4T1BK1EB3GU206429,Toyota,AvalonXLE,,
334528,18950,2013,52802,Jacksonville, FL,2T3RFREV3DW124599,Toyota,RAV44X4,,
334529,21500,2014,29526,Murfreesboro, TN,2T3YFREV6EW077873,Toyota,RAV44X2,,
334530,13192,2009,96797,Lees Summit, MO,JTMBK31V895077164,Toyota,RAV44WD,,
334531,4988,2011,232177,Belle Glade, FL,4T1BF3EK9BU151039,Toyota,Camry4dr,,
334532,15987,2017,5120,Pinellas Park, FL,2T1BURHE7HC808929,Toyota,CorollaLE,,
334533,18995,2015,20110,Canton, CT,4T1BF1FK2FU013853,Toyota,CamryXSE,,
334534,11500,2011,111477,Fishers, IN,JTMDF4DV0BD042872,Toyota,RAV44WD,,
334535,19995,2016,41284,Austin, TX,4T1BK1EB6GU194812,Toyota,AvalonXLE,,
334536,24995,2015,35710,Fairfield, CA,4T1BF1FK3FU480814,Toyota,CamrySE,,
334537,17995,2013,52845,Fayetteville, AR,4T1BK1EBXDU064642,Toyota,AvalonXLE,,
334538,14900,2013,58165,Arlington, TX,5TFNX4CN8DX029498,Toyota,TacomaRegular,,
334539,18999,2014,59044,Centennial, CO,2T3RFREV7EW222231,Toyota,RAV44X4,,
334540,7998,2008,117326,Chicago, IL,4T1BK36B28U288813,Toyota,Avalon4dr,,
334541,8999,2010,113198,Escondido, CA,JTDKN3DUXA0202029,Toyota,Prius5dr,,
334542,6500,2008,126094,Moscow, ID,JTDKB20U783324252,Toyota,Prius5dr,,
334543,5039,2007,129393,Canton, MI,JTDBT923471013348,Toyota,Yaris4dr,,
334544,6900,2011,147102,Nashville, TN,JTDKN3DU0B0254478,Toyota,Prius5dr,,
334545,21765,2015,32161,Grand Island, NY,2T3DFREVXFW315868,Toyota,RAV44X4,,
334546,19709,2013,39726,Ontario, OR,2T3RFREV5DW085854,Toyota,RAV44X4,,
334547,9451,2010,90875,Rochester, MN,1NXBU4EE0AZ201654,Toyota,Corolla4dr,,
334548,21241,2013,29711,Princeton, WV,JTMDFREV6DD015402,Toyota,RAV44X4,,
334549,14800,2016,18492,Lake Havasu, AZ,2T1BURHE2GC698743,Toyota,CorollaLE,,
334550,4200,2002,171078,Greensboro, NC,4T1BE32K62U103263,Toyota,Camry4dr,,
334551,7350,2006,110634,Creve Coeur, MO,JTDKB20U867506726,Toyota,Prius5dr,,
334552,13159,2011,46910,Bronx, NY,4T3ZA3BB7BU049716,Toyota,Venza4dr,,
334553,12999,2016,12200,Miami Gardens, FL,2T1BURHE9GC718941,Toyota,CorollaLE,,
334554,7991,2009,100423,Hodgkins, IL,5TDZK23C29S242883,Toyota,Sienna5dr,,
334555,19095,2012,77764,Houston, TX,4T1BF1FK7CU511977,Toyota,Camry4dr,,
334556,7248,2008,127135,Tempe, AZ,JTDKB20U987707974,Toyota,Prius5dr,,
334557,15000,2012,94018,Suitland, MD,2T3DK4DVXCW070999,Toyota,RAV44WD,,
